DIA;Peso Argentino * Billete;Real* Billete;Dólar USA* Billete;Dólar USA* Fondo BCU;Euro*;Oro Londres (en Dolares);
20231116;0,047;8,242;39,561;39,561;42,959;1984,07;
20231117;0,047;8,19;39,558;39,558;43,126;1981,69;
20231120;0,046;8,19;39,393;39,393;43,12;1977,35;
20231121;0,046;8,122;39,066;39,066;42,605;1998,09;
20231122;0,042;8,12;39,136;39,136;42,6;1989,04;
20231123;0,042;8,153;39,297;39,297;42,846;1992,09;
20231124;0,043;8,142;39,246;39,246;42,963;1996,58;
20231127;0,043;8,133;39,2;39,2;42,893;2012,12;
20231128;0,043;8,11;39,092;39,092;42,931;2039,51;
20231129;0,047;8,127;39,091;39,091;42,938;2047,87;
20231130;0,049;8,116;39,119;39,119;42,597;2034,98;
20231201;0,049;8,086;38,974;38,974;42,443;2072,03;
20231204;0,048;8,113;39,105;39,105;42,3;2024,82;
20231205;0,047;8,11;39,17;39,17;42,241;2017,94;
20231206;0,047;8,066;39,07;39,07;42,106;2030,28;
20231207;0,048;8,168;39,127;39,127;42,277;2030,35;
20231208;0,047;8,138;39,308;39,308;42,288;1999,59;
20231211;0,047;8,223;39,554;39,554;42,576;1982,25;
20231212;0,047;8,268;39,85;39,85;43,006;1979,05;
20231213;0,044;8,256;39,96;39,96;43,245;1990,77;
20231214;0,044;8,258;39,64;39,64;43,533;2031,22;
20231215;0,043;8,206;39,388;39,388;42,905;2019,54;
20231218;0,044;8,181;39,351;39,351;42,979;2026,6;
20231219;0,044;8,242;39,233;39,233;43,058;2038,63;
20231220;0,044;8,271;39,454;39,454;43,238;2036,19;
20231221;0,043;8,322;39,365;39,365;43,266;2039,11;
20231222;0,044;8,225;39,234;39,234;43,201;2056,78;
20231226;0,043;8,252;39,195;39,195;43,26;2058,61;
20231227;0,043;8,231;39,017;39,017;43,332;2078,11;
20231228;0,043;8,451;39,044;39,044;43,194;2072,5;
20231229;0,043;8,41;39,022;39,022;43,127;2064,78;
20240102;0,043;8,389;39,092;39,092;42,79;2061,05;
20240103;0,044;8,421;39,158;39,158;42,714;2036,81;
20240104;0,044;8,435;39,223;39,223;42,934;2043,21;
20240105;0,044;8,439;39,325;39,325;43,081;2048,26;
20240108;0,044;8,515;39,339;39,339;43,1;2026,63;
20240109;0,044;8,63;39,439;39,439;43,087;2029,29;
20240110;0,044;8,626;39,334;39,334;43,146;2023,74;
20240111;0,044;8,601;39,393;39,393;43,194;2017,46;
20240112;0,041;8,486;39,207;39,207;42,967;2047,41;
20240115;0,042;8,545;39,135;39,135;42,865;2054,36;
20240116;0,042;8,535;39,262;39,262;42,682;2025,67;
20240117;0,041;8,672;39,283;39,283;42,685;2004,91;
20240118;0,04;8,48;39,348;39,348;42,748;2020,3;
20240119;0,039;8,435;39,054;39,054;42,538;2027,67;
20240122;0,039;8,261;38,745;38,745;42,193;2021,42;
20240123;0,036;8,337;38,685;38,685;41,923;2025,21;
20240124;0,035;8,236;38,707;38,707;42,16;2014,94;
20240125;0,034;8,413;38,954;38,954;42,183;2013,89;
20240126;0,034;8,366;38,986;38,986;42,323;2017,04;
20240129;0,036;8,398;39,05;39,05;42,217;2025,54;
20240130;0,036;8,424;39,171;39,171;42,446;2032,64;
20240131;0,036;8,386;39,164;39,164;42,395;2041,11;
20240201;0,036;8,421;39,074;39,074;42,477;2055,75;
20240202;0,036;8,345;39,054;39,054;42,132;2037,33;
20240205;0,037;8,419;39,148;39,148;42,057;2025,27;
20240206;0,037;8,33;39,068;39,068;42,014;2036,36;
20240207;0,037;8,403;39,073;39,073;42,086;2034,73;
20240208;0,037;8,47;39,217;39,217;42,264;2032,14;
20240209;0,037;8,477;39,163;39,163;42,241;2023,56;
20240214;0,038;8,319;39,183;39,183;42,028;1991,34;
20240215;0,039;8,409;39,102;39,102;42,101;2004,4;
20240216;0,039;8,471;39,137;39,137;42,213;2014,04;
20240219;0,037;8,315;39,082;39,082;42,127;2017,72;
20240220;0,038;8,399;39,055;39,055;42,219;2027,13;
20240221;0,039;8,463;39,097;39,097;42,26;2021,3;
20240222;0,039;8,405;39,083;39,083;42,3;2022,61;
20240223;0,039;8,401;39,063;39,063;42,286;2039,75;
20240226;0,039;8,277;39,148;39,148;42,456;2029,66;
20240227;0,039;8,366;39,153;39,153;42,477;2032,19;
20240228;0,04;8,397;39,129;39,129;42,392;2031,41;
20240229;0,041;8,361;39,047;39,047;42,202;2046,4;
20240301;0,041;8,353;38,927;38,927;42,197;2086,21;
20240304;0,042;8,369;38,998;38,998;42,336;2114,17;
20240305;0,042;8,291;39,051;39,051;42,378;2131;
20240306;0,043;8,255;38,962;38,962;42,476;2147,03;
20240307;0,042;8,3;38,761;38,761;42,412;2157,11;
20240308;0,043;8,299;38,756;38,756;42,395;2175,26;
20240311;0,043;8,24;38,811;38,811;42,397;2181,11;
20240312;0,042;8,183;38,789;38,789;42,369;2153,14;
20240313;0,042;8,239;38,641;38,641;42,312;2174,48;
20240314;0,042;8,102;38,404;38,404;41,799;2160,86;
20240315;0,042;8,217;38,454;38,454;41,873;2158,64;
20240318;0,043;8,22;38,389;38,389;41,737;2159,81;
20240319;0,042;8,191;38,499;38,499;41,818;2156,96;
20240320;0,042;8,175;38,095;38,095;41,573;2181,88;
20240321;0,041;8,144;37,706;37,706;40,956;2183,15;
20240322;0,042;8,273;37,89;37,89;40,936;2162,98;
20240325;0,041;8,363;37,802;37,802;40,962;2173,03;
20240326;0,041;8,189;37,507;37,507;40,631;2177,49;
20240327;0,042;8,128;37,552;37,552;40,639;2192,23;
20240401;0,042;8,284;37,857;37,857;40,655;2239,53;
20240402;0,041;8,026;38,122;38,122;41,031;2271,16;
20240403;0,042;8,052;38,247;38,247;41,437;2296,38;
20240404;0,042;8,051;38,24;38,24;41,49;2304,29;
20240405;0,042;8,025;38,521;38,521;41,734;2324,07;
20240408;0,043;8,015;38,792;38,792;42,117;2338,73;
20240409;0,042;8,053;38,494;38,494;41,774;2349,2;
20240410;0,042;8,029;38,538;38,538;41,374;2328,64;
20240411;0,042;8,055;38,664;38,664;41,471;2361,49;
20240412;0,042;8,081;38,788;38,788;41,263;2335,32;
20240415;0,042;8,052;38,891;38,891;41,322;2374,84;
20240416;0,043;7,892;39,223;39,223;41,698;2392,56;
20240417;0,042;7,899;38,707;38,707;41,297;2373,8;
20240418;0,041;7,753;38,378;38,378;40,857;2381,83;
20240419;0,041;7,811;38,506;38,506;41,009;2397,44;
20240423;0,041;7,715;38,346;38,346;41,049;2324,64;
20240424;0,04;7,684;38,342;38,342;40,995;2319,98;
20240425;0,04;7,741;38,626;38,626;41,438;2332,88;
20240426;0,039;7,788;38,162;38,162;40,852;2339,74;
20240429;0,04;7,737;38,298;38,298;41,063;2338,92;
20240430;0,04;7,741;38,318;38,318;40,916;2290,11;
20240502;0,04;7,716;38,194;38,194;40,975;2307,28;
20240503;0,04;7,693;38,078;38,078;40,999;2297,39;
20240506;0,039;7,859;38,353;38,353;41,322;2325,98;
20240507;0,04;7,88;38,613;38,613;41,521;2314,24;
20240508;0,04;7,859;38,431;38,431;41,294;2312,21;
20240509;0,04;7,919;38,487;38,487;41,497;2337,56;
20240510;0,041;7,875;38,511;38,511;41,488;2365,91;
20240513;0,04;7,847;38,531;38,531;41,571;2337,17;
20240514;0,04;7,886;38,641;38,641;41,81;2356,97;
20240515;0,04;7,904;38,728;38,728;42,128;2384,68;
20240516;0,039;7,866;38,781;38,781;42,155;2379,26;
20240517;0,038;7,857;38,497;38,497;41,866;2415,01;
20240520;0,038;7,775;38,408;38,408;41,727;2434,59;
20240521;0,035;7,734;38,285;38,285;41,547;2419,92;
20240522;0,035;7,771;38,466;38,466;41,624;2377,53;
20240523;0,035;7,773;38,478;38,478;41,579;2333,91;
20240524;0,035;7,709;38,546;38,546;41,819;2333,39;
20240527;0,035;7,68;38,553;38,553;41,857;2340,86;
20240528;0,035;7,69;38,529;38,529;41,843;2357,67;
20240529;0,034;7,672;38,744;38,744;41,867;2337,97;
20240530;0,034;7,665;38,709;38,709;41,941;2341,76;
20240531;0,034;7,606;38,792;38,792;42,066;2322,23;
